brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,horsepower,displacement,cylinders,turbo,transmission_type,gears,sales_price_log
Subaru,Ascent Limited 7-Passenger,2022,12700,Gasoline,White,Beige,None reported,Yes,38500,260.0,2.4,4.0,False,,,4.585460729508501
Chevrolet,Avalanche 1500 LT,2007,244000,E85 Flex Fuel,Gray,Gray,None reported,Yes,16900,320.0,5.3,8.0,False,Automatic,,4.227886704613674
Porsche,Cayenne S,2015,124000,Gasoline,White,Beige,None reported,Yes,25000,420.0,3.6,6.0,False,Automatic,8.0,4.3979400086720375
BMW,335 i,2009,123000,Gasoline,Purple,Black,None reported,Yes,15000,300.0,3.0,6.0,False,Automatic,,4.176091259055681
GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,Black,Black,None reported,Yes,49900,310.0,2.7,4.0,False,Automatic,8.0,4.69810054562339
Ford,Explorer Sport,2016,95500,Gasoline,Black,Black,None reported,Yes,20000,365.0,3.5,6.0,False,,,4.301029995663981
Cadillac,Escalade ESV Sport,2021,4283,Gasoline,Black,Brandy,None reported,Yes,479995,,6.2,8.0,False,Automatic,10.0,5.681236713451172
Lexus,LX 570 Three-Row,2021,48300,Gasoline,White,Red,None reported,Yes,82000,383.0,5.7,8.0,False,Automatic,,4.913813852383717
BMW,M3 Base,2008,94000,Gasoline,Gray,Red,None reported,Yes,25999,414.0,4.0,8.0,False,Manual,6.0,4.414956644015667
Nissan,Xterra Pro-4X,2011,183000,Gasoline,Black,Gray,At least 1 accident or damage reported,Yes,12000,261.0,4.0,6.0,False,Automatic,,4.079181246047625
Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,Silver,Black,At least 1 accident or damage reported,Yes,11500,188.0,2.0,4.0,False,,,4.060697840353612
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892,Gasoline,Gray,Black,None reported,Yes,16000,210.0,2.0,4.0,False,Manual,6.0,4.204119982655925
Cadillac,CTS-V Base,2012,45000,Gasoline,Red,Black,None reported,Yes,41500,556.0,6.2,8.0,False,Automatic,6.0,4.6180480967120925
Aston,Martin Vantage Base,2022,1023,Gasoline,Blue,Brown,None reported,Yes,156900,503.0,4.0,8.0,False,Automatic,8.0,5.195622943586937
Lexus,GX 460 Base,2015,106000,Gasoline,Black,Beige,None reported,Yes,37500,301.0,4.6,8.0,False,Automatic,,4.574031267727719
GMC,Acadia SLT-1,2019,51300,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,25500,193.0,2.5,4.0,False,Automatic,6.0,4.4065401804339555
Ford,Bronco Sport Big Bend,2021,30176,Gasoline,Black,Medium Dark Slate,None reported,Yes,28979,,1.5,3.0,True,Automatic,8.0,4.462083394869625
Nissan,Titan SV,2021,27598,Gasoline,Black,Black,None reported,,39884,,5.6,8.0,False,Automatic,9.0,4.60079870758378
Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,Black,Beige,None reported,Yes,9499,170.0,2.5,5.0,False,Automatic,,3.9776778876739938
Land,Rover Range Rover 5.0L V8 Supercharged,2019,17500,Gasoline,Black,Black,None reported,Yes,65000,518.0,5.0,8.0,False,Automatic,8.0,4.812913356642856
RAM,2500 Laramie,2017,117878,Diesel,Red,Black,None reported,Yes,42000,350.0,6.7,6.0,False,,,4.623249290397901
Nissan,Murano SL,2010,138700,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,7000,265.0,3.5,6.0,False,,,3.845098040014257
Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,White,Black,At least 1 accident or damage reported,Yes,12350,403.0,6.2,8.0,False,Automatic,6.0,4.0916669575956846
BMW,428 i xDrive SULEV,2016,77000,Gasoline,White,Red,At least 1 accident or damage reported,Yes,26999,240.0,2.0,4.0,False,,,4.431347678880298
Ford,Focus RS Base,2017,26000,Gasoline,Gray,Black,None reported,Yes,37000,350.0,2.3,4.0,False,Manual,6.0,4.568201724066995
Lexus,CT 200h Premium,2014,131200,Hybrid,Brown,Brown,None reported,Yes,14000,134.0,1.8,4.0,False,Automatic,,4.146128035678238
Buick,Enclave Leather,2017,83280,Gasoline,Quicksilver Metallic,Ebony,None reported,,20599,,3.6,6.0,False,Automatic,6.0,4.313846137601028
BMW,M3 Base,2015,59000,Gasoline,Gray,Black,None reported,Yes,53500,425.0,3.0,6.0,False,Manual,6.0,4.7283537820212285
Volkswagen,Arteon 2.0T SEL R-Line,2020,15500,Gasoline,Silver,Black,None reported,Yes,30000,268.0,2.0,4.0,False,Automatic,8.0,4.477121254719663
BMW,X6 xDrive35i,2013,90000,Gasoline,White,Red,None reported,Yes,19950,300.0,3.0,6.0,False,Automatic,8.0,4.299942900022767
INFINITI,G35 Base,2006,94000,Gasoline,White,Gray,At least 1 accident or damage reported,Yes,10995,280.0,3.5,6.0,False,,,4.0411952336968096
Hummer,H2 Base,2008,63750,Gasoline,White,Black,At least 1 accident or damage reported,Yes,55000,393.0,6.2,8.0,False,Automatic,6.0,4.740362689494244
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,15990,228.0,3.0,6.0,False,Automatic,,4.203848463746235
Acura,ILX Premium Package,2019,37900,Gasoline,White,Black,None reported,Yes,26000,201.0,2.4,4.0,False,Automatic,,4.414973347970818
Porsche,911 GT3,2015,13250,Gasoline,Brown,Gray,None reported,Yes,154900,475.0,3.8,6.0,False,Automatic,7.0,5.190051417759206
RAM,1500 Longhorn,2019,76249,Gasoline,Diamond Black,Mountain Brown,At least 1 accident or damage reported,,40995,,5.7,8.0,False,Automatic,8.0,4.612730890748342
BMW,M3 Base,2001,81000,Gasoline,Blue,Gray,None reported,Yes,39000,333.0,3.2,6.0,False,Manual,6.0,4.5910646070264995
Chevrolet,Suburban LT,2022,37806,Gasoline,Black,Black,None reported,Yes,60894,355.0,5.3,8.0,False,Automatic,10.0,4.784574502891287
Dodge,Ram 2500 ST,2010,151544,Gasoline,Brown,Gray,At least 1 accident or damage reported,Yes,17700,355.0,5.7,8.0,False,Automatic,5.0,4.247973266361806
Chevrolet,Camaro 2SS,2012,60345,Gasoline,Yellow,Black,None reported,Yes,26950,400.0,6.2,8.0,False,Automatic,6.0,4.430558769522758
Dodge,Challenger SE,2010,90305,Gasoline,Gray,Black,None reported,Yes,12000,250.0,3.5,6.0,False,Automatic,,4.079181246047625
Jeep,Grand Cherokee L Limited,2022,13275,Gasoline,Velvet Red Pearlcoat,Global Black,None reported,,42599,,3.6,6.0,False,Automatic,8.0,4.629399404276913
Chevrolet,Camaro 2SS,2018,8660,Gasoline,White,Black,None reported,Yes,45000,455.0,6.2,8.0,False,Automatic,8.0,4.653212513775344
Ford,F-350 Lariat,2021,28220,Diesel,Silver,Black,None reported,Yes,73600,475.0,6.7,8.0,False,Automatic,10.0,4.866877814337498
Ford,F-250 King Ranch,2015,97700,Diesel,Black,–,None reported,Yes,39950,440.0,6.7,8.0,False,Automatic,6.0,4.60151678365001
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,White,Black,None reported,Yes,98000,490.0,6.2,8.0,False,Automatic,,4.991226075692495
Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,Dark Sapphire,Linen,None reported,,199991,,4.0,,False,Automatic,,5.30101045197256
Lincoln,MKC Reserve,2016,100000,Gasoline,White,White,None reported,Yes,24000,240.0,2.0,4.0,False,,,4.380211241711606
Ford,Excursion Limited,2001,333361,Diesel,Black,Beige,At least 1 accident or damage reported,Yes,17000,250.0,7.3,8.0,False,Automatic,,4.230448921378274
Land,Rover Discovery SE,2018,63295,Gasoline,Blue,White,None reported,Yes,29993,340.0,3.0,6.0,False,Automatic,8.0,4.477019907516252
Land,Rover Defender V8,2022,3000,Gasoline,Black,Black,None reported,Yes,96500,518.0,5.0,8.0,False,Automatic,8.0,4.984527313343793
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,Gray,Gray,None reported,Yes,25500,355.0,5.3,8.0,False,Automatic,6.0,4.4065401804339555
Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,White,Red,None reported,Yes,99000,563.0,5.5,8.0,False,Automatic,7.0,4.99563519459755
Ford,F-250 XLT,2019,124000,E85 Flex Fuel,White,Gray,None reported,Yes,40100,385.0,6.2,8.0,False,Automatic,6.0,4.603144372620182
Tesla,Model 3 Base,2022,12080,,Black,Black,None reported,Yes,36750,271.0,,,False,Automatic,,4.565257343420214
Lexus,LX 570 Three-Row,2018,39300,Gasoline,Black,Black,None reported,Yes,69500,383.0,5.7,8.0,False,,,4.841984804590114
INFINITI,QX60 Luxe,2019,51000,Gasoline,Gray,–,At least 1 accident or damage reported,Yes,29000,295.0,3.5,6.0,False,,,4.462397997898956
Rivian,R1S Adventure Package,2023,250,,Green,Black,,,97500,835.0,,,False,Automatic,1.0,4.989004615698537
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,Gray,Beige,None reported,Yes,35999,340.0,3.0,6.0,False,Automatic,8.0,4.556290436864124
INFINITI,QX60 Base,2014,95400,Gasoline,White,Beige,,,14195,265.0,3.5,6.0,False,Automatic,,4.152135396861876
Hyundai,Sonata GLS,2013,136991,Gasoline,Gray,Gray,None reported,Yes,11000,198.0,2.4,4.0,False,Automatic,6.0,4.041392685158225
Toyota,Tundra Limited,2022,3959,Gasoline,Blue,Gray,None reported,Yes,55000,389.0,3.4,6.0,False,Automatic,10.0,4.740362689494244
Jeep,Grand Cherokee Limited,2020,47500,Gasoline,Purple,Black,None reported,Yes,31000,293.0,3.6,6.0,False,Automatic,,4.491361693834273
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,White,Beige,At least 1 accident or damage reported,Yes,13000,325.0,6.0,8.0,False,Automatic,,4.113943352306837
Tesla,Model 3 Performance,2021,33000,,Red,White,None reported,Yes,55000,455.0,,,False,Automatic,1.0,4.740362689494244
Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,Black,Black,None reported,Yes,27500,402.0,4.7,8.0,False,,,4.439332693830263
RAM,2500 SLT,2014,84500,Gasoline,Black,Gray,None reported,Yes,34000,410.0,6.4,8.0,False,Automatic,,4.531478917042255
Kia,Sorento Hybrid EX,2022,36100,Hybrid,Black,White,None reported,Yes,37500,227.0,1.6,4.0,False,Automatic,6.0,4.574031267727719
Hyundai,Genesis 3.8,2015,92225,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,17000,311.0,3.8,6.0,False,Automatic,,4.230448921378274
Jeep,Compass Latitude,2020,17500,Gasoline,Silver,Black,None reported,Yes,25695,180.0,2.4,4.0,False,Automatic,9.0,4.409848622021192
Ford,Fusion SE,2011,114323,Gasoline,Black,Black,None reported,Yes,6000,175.0,2.5,4.0,False,Automatic,6.0,3.778151250383644
Toyota,FJ Cruiser Base,2014,92000,Gasoline,Beige,Black,None reported,Yes,27500,260.0,4.0,6.0,False,Automatic,,4.439332693830263
BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,Carbon Black Metallic,Black,None reported,,29998,,2.0,,False,Automatic,,4.47709230078906
Dodge,Durango SRT 392,2021,17000,Gasoline,Blue,Black,None reported,Yes,65000,475.0,6.4,8.0,False,,,4.812913356642856
Hyundai,Santa Fe GLS,2015,96476,Gasoline,White,Gray,None reported,Yes,13000,290.0,3.3,6.0,False,Automatic,6.0,4.113943352306837
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,39127,,3.6,6.0,False,Automatic,8.0,4.5924765503440055
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,Silver,Black,None reported,Yes,35000,510.0,5.0,8.0,False,,,4.544068044350276
Nissan,Murano SV,2021,23677,Gasoline,Sunset Drift Chromaflair,Graphite,None reported,,29510,,3.5,6.0,False,Automatic,,4.4699692094999595
Buick,Envision Essence,2020,27340,Gasoline,Summit White,Ebony,None reported,,31700,,2.5,4.0,False,Automatic,6.0,4.501059262217751
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,Shadow Gray Metallic,Jet Black,,,41986,,5.3,8.0,False,Automatic,,4.623104501437765
Pontiac,Solstice GXP,2009,122348,Gasoline,Red,Black,At least 1 accident or damage reported,Yes,10000,260.0,2.0,4.0,False,Automatic,,4.0
BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,Black,Beige,None reported,Yes,22500,315.0,3.0,6.0,False,,,4.352182518111363
Tesla,Model 3 Standard Range Plus,2019,32300,,Black,Black,None reported,Yes,29000,,,,False,Automatic,,4.462397997898956
MINI,Countryman Cooper S,2019,18997,Gasoline,Red,Black,None reported,Yes,26750,189.0,2.0,4.0,False,,,4.427323786357247
Porsche,Boxster GTS,2016,40350,Gasoline,Gray,Black,None reported,Yes,67995,330.0,3.4,6.0,False,Automatic,7.0,4.832476978114369
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,Black,Brown,None reported,Yes,14300,310.0,5.4,8.0,False,Automatic,6.0,4.155336037465061
Bentley,Continental GT GT Speed,2022,1919,Gasoline,Granite,Porpoise,None reported,,289991,,,12.0,False,Automatic,8.0,5.462384519585198
BMW,X5 M Base,2017,61773,Gasoline,Gray,Black,None reported,Yes,46000,567.0,4.4,8.0,False,,,4.662757831681574
Ford,Mustang GT Premium,2011,74500,Gasoline,Black,Black,None reported,Yes,22000,412.0,5.0,8.0,False,Manual,6.0,4.342422680822207
Jeep,Compass Sport,2016,99000,Gasoline,White,Gray,At least 1 accident or damage reported,Yes,5000,172.0,2.4,4.0,False,Automatic,6.0,3.6989700043360187
INFINITI,G37 Sport,2008,63496,Gasoline,Black,Black,None reported,Yes,15000,330.0,3.7,6.0,False,Manual,6.0,4.176091259055681
Ford,F-150 XLT,2022,18465,Gasoline,Black,Gray,None reported,Yes,47500,400.0,3.5,6.0,False,Automatic,10.0,4.676693609624866
Porsche,911 Carrera 4S,2007,42635,Gasoline,Blue,Blue,None reported,Yes,72995,355.0,3.8,6.0,False,,,4.863293112904313
INFINITI,G35 Base,2005,99000,Gasoline,Silver,Black,None reported,Yes,18900,298.0,3.5,6.0,False,Manual,6.0,4.276461804173244
Chrysler,300C Base,2013,87500,Gasoline,White,Beige,None reported,Yes,13750,292.0,3.6,6.0,False,Automatic,8.0,4.138302698166282
Toyota,Camry Solara SLE,2007,138000,Gasoline,White,Beige,None reported,Yes,6800,210.0,3.3,6.0,False,Automatic,5.0,3.832508912706236
Lexus,IS 300 Base,2018,70891,Gasoline,White,Black,None reported,Yes,28995,260.0,3.5,6.0,False,,,4.462323113084234
Buick,Enclave Essence,2020,55403,Gasoline,Red,Gray,At least 1 accident or damage reported,Yes,29444,310.0,3.6,6.0,False,Automatic,9.0,4.468996809059602
BMW,M4 Competition xDrive,2022,3213,Gasoline,Black,Red,None reported,Yes,89995,503.0,3.0,6.0,False,Automatic,8.0,4.954218381297876
Pontiac,GTO Base,2005,142314,Gasoline,Red,Red,At least 1 accident or damage reported,Yes,21999,400.0,6.0,8.0,False,Manual,6.0,4.342402939715273
Toyota,FJ Cruiser Base,2013,53000,Gasoline,Blue,Black,None reported,Yes,36740,260.0,4.0,6.0,False,Automatic,,4.56513915196979
Hyundai,Elantra SE,2014,120250,Gasoline,Blue,Gray,None reported,Yes,7500,145.0,1.8,4.0,False,Automatic,,3.8750612633917
Porsche,Macan S,2015,72329,Gasoline,Silver,Black,None reported,Yes,29500,340.0,3.0,6.0,False,Automatic,7.0,4.469822015978163
Hummer,H3 Base,2007,153692,Gasoline,Beige,Black,None reported,Yes,9995,242.0,3.7,5.0,False,Automatic,4.0,3.999782798454136
Tesla,Model 3 Long Range,2021,32670,,White,Black,None reported,Yes,37000,,,,False,Automatic,,4.568201724066995
Ford,Transit-350 Base,2018,235000,Gasoline,White,Gray,,,18000,275.0,3.7,6.0,False,Automatic,,4.2552725051033065
Rivian,R1T Launch Edition,2022,8681,,Gray,Black,None reported,Yes,82000,835.0,,,False,Automatic,,4.913813852383717
Audi,S4 3.0 Prestige,2012,98400,Gasoline,White,White,None reported,Yes,18000,333.0,3.0,6.0,False,Automatic,7.0,4.2552725051033065
Toyota,4Runner SR5 Premium,2023,1400,Gasoline,White,Black,None reported,Yes,46500,270.0,4.0,6.0,False,Automatic,,4.6674529528899535
Tesla,Model 3 Mid Range,2018,32000,,Black,Black,None reported,Yes,29999,271.0,,,False,Automatic,,4.477106777995652
Ford,F-250 Base,1997,92800,Gasoline,White,Gray,None reported,Yes,9000,210.0,5.8,8.0,False,Automatic,4.0,3.9542425094393248
Mercedes-Benz,G-Class G 550 4MATIC,2021,75151,Gasoline,Black,Black,None reported,Yes,130000,416.0,4.0,8.0,False,Automatic,,5.113943352306837
Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,Gray,Blue,None reported,Yes,12500,243.0,2.5,4.0,False,Manual,6.0,4.096910013008056
Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,Silver,–,At least 1 accident or damage reported,Yes,18700,302.0,3.5,6.0,False,Automatic,7.0,4.271841606536499
BMW,M3 Base,2001,66500,Gasoline,Red,Black,None reported,Yes,21000,333.0,3.2,6.0,False,Manual,6.0,4.3222192947339195
Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,White,Beige,None reported,Yes,14500,201.0,1.8,4.0,False,Automatic,7.0,4.161368002234975
Toyota,Sienna XLE Limited,2007,112630,Gasoline,Silver,Gray,At least 1 accident or damage reported,Yes,11500,266.0,3.5,6.0,False,Automatic,5.0,4.060697840353612
Dodge,Avenger SE,2014,124705,E85 Flex Fuel,Black,Black,None reported,Yes,6499,283.0,3.6,6.0,False,Automatic,,3.812846536967071
BMW,M240 i,2018,61000,Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,34000,335.0,3.0,6.0,False,Manual,6.0,4.531478917042255
RAM,3500 SLT,2017,157272,Diesel,White,Gray,At least 1 accident or damage reported,Yes,32999,350.0,6.7,6.0,False,Automatic,6.0,4.518500779239638
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,Gasoline,Blue,Gray,None reported,Yes,20399,362.0,3.0,6.0,False,Automatic,7.0,4.309608877958903
Jeep,Gladiator Rubicon,2020,27981,Gasoline,Red,Black,None reported,Yes,47500,285.0,3.6,6.0,False,Automatic,,4.676693609624866
Bentley,Continental GT Base,2009,18000,Gasoline,Blue,Beige,None reported,Yes,63000,552.0,6.0,12.0,False,Automatic,,4.799340549453582
Tesla,Model 3 Long Range,2019,27123,,Red,Black,None reported,Yes,38200,425.0,,,False,Automatic,,4.5820633629117085
Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,Silver,Gray,None reported,Yes,83900,490.0,6.2,8.0,False,,,4.9237619608287
Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,19000,272.0,3.0,6.0,False,Automatic,,4.278753600952829
Mazda,MX-5 Miata Club,2021,5093,Gasoline,Gray,Black,None reported,Yes,28000,181.0,2.0,4.0,False,Manual,6.0,4.447158031342219
Bentley,Bentayga W12 Signature,2018,31875,Gasoline,White,Black,None reported,Yes,115785,600.0,6.0,12.0,False,Automatic,8.0,5.06365229998569
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,White,Beige,None reported,Yes,7000,302.0,5.0,8.0,False,Automatic,,3.845098040014257
BMW,M6 Base,2015,17900,Gasoline,Black,Black,None reported,Yes,59900,560.0,4.4,8.0,False,,,4.7774268223893115
GMC,Yukon SLT,2015,142792,Gasoline,White,Brown,None reported,Yes,22999,355.0,5.3,8.0,False,Automatic,6.0,4.361708953238316
BMW,750 iL,2001,53814,Gasoline,Gray,Gray,,,11800,326.0,5.4,12.0,False,Automatic,5.0,4.071882007306125
Toyota,Tundra Limited,2010,89400,Gasoline,White,Gray,None reported,Yes,26900,381.0,5.7,8.0,False,Automatic,,4.429752280002408
Chrysler,300C Base,2007,86000,Gasoline,Gray,Black,None reported,Yes,15000,340.0,5.7,8.0,False,Automatic,5.0,4.176091259055681
smart,ForTwo Pure,2008,61595,Gasoline,Blue,Gray,None reported,Yes,5000,70.0,1.0,3.0,False,Automatic,5.0,3.6989700043360187
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,Beige,Black,At least 1 accident or damage reported,Yes,38000,381.0,5.7,8.0,False,Automatic,6.0,4.57978359661681
Hummer,H2 Base,2004,130000,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,16500,316.0,6.0,8.0,False,Automatic,4.0,4.217483944213907
BMW,ALPINA B7 Base,2015,86000,Gasoline,Black,White,At least 1 accident or damage reported,Yes,29000,540.0,4.4,8.0,False,Automatic,8.0,4.462397997898956
Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,Red,Beige,None reported,Yes,7500,390.0,4.2,8.0,False,Automatic,6.0,3.8750612633917
Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,Gray,Black,None reported,Yes,27900,252.0,2.0,4.0,False,Automatic,7.0,4.445604203273597
Ford,Focus SE,2017,91000,E85 Flex Fuel,Gray,Black,None reported,Yes,12500,160.0,2.0,4.0,False,Automatic,6.0,4.096910013008056
Mercedes-Benz,E-Class E 550 4MATIC,2014,63000,Gasoline,Silver,Black,None reported,Yes,28500,402.0,4.7,8.0,False,Automatic,7.0,4.45484486000851
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,Green,Beige,None reported,Yes,49999,375.0,2.0,4.0,False,Automatic,8.0,4.698961318359521
Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073,E85 Flex Fuel,Gray,Black,None reported,Yes,21500,302.0,3.5,6.0,False,Automatic,7.0,4.332438459915605
Jeep,Wrangler Sahara,2008,140000,Gasoline,Silver,–,At least 1 accident or damage reported,Yes,9000,202.0,3.8,6.0,False,Automatic,,3.9542425094393248
Mercedes-Benz,A-Class A 220 4MATIC,2019,30300,Gasoline,Silver,Black,None reported,Yes,30500,188.0,2.0,4.0,False,Automatic,7.0,4.484299839346786
Chevrolet,Malibu 1LT,2009,139000,Gasoline,White,Black,None reported,Yes,4200,169.0,2.4,4.0,False,Automatic,,3.6232492903979003
Hummer,H3 Base,2006,118000,Gasoline,Gray,Black,None reported,Yes,17900,220.0,3.5,5.0,False,Automatic,,4.252853030979893
BMW,i8 Base,2015,51000,Plug-In Hybrid,Gray,Brown,None reported,Yes,53000,357.0,1.5,3.0,False,,,4.724275869600789
Cadillac,XLR Base,2009,69423,Gasoline,Red,Beige,None reported,Yes,36500,320.0,4.6,8.0,False,Automatic,,4.562292864456475
Lincoln,MKZ Select,2017,52284,Gasoline,Blue,Beige,At least 1 accident or damage reported,Yes,12500,240.0,2.0,4.0,False,Automatic,6.0,4.096910013008056
Chevrolet,Silverado 1500 W/T,2006,111228,Gasoline,Blue,Gray,At least 1 accident or damage reported,Yes,4000,195.0,4.3,6.0,False,Automatic,,3.6020599913279625
Land,Rover Range Rover Sport HSE,2019,52300,Gasoline,Black,Black,None reported,Yes,49900,340.0,3.0,6.0,False,,,4.69810054562339
Nissan,Titan SL,2021,95993,Gasoline,White,Black,None reported,Yes,32612,,5.6,8.0,False,Automatic,9.0,4.513377433651993
Kia,Telluride SX,2022,26716,Gasoline,Dark Moss,Black,None reported,,47541,,3.8,,False,Automatic,,4.677068312644881
